"No. do Periodo";Data;"Altura Mediado Medidor(m)"
1;01/10/2000;7.59
2;02/10/2000;7.6
3;03/10/2000;7.82
4;04/10/2000;8.17
5;05/10/2000;8.16
6;06/10/2000;8.16
7;07/10/2000;8.21
8;08/10/2000;8.21
9;09/10/2000;8.19
10;10/10/2000;8.17
11;11/10/2000;8.16
12;12/10/2000;8.14
13;13/10/2000;8.13
14;14/10/2000;8.11
15;15/10/2000;8.08
16;16/10/2000;8.06
17;17/10/2000;8.04
18;18/10/2000;8.02
19;19/10/2000;8
20;20/10/2000;7.99
21;21/10/2000;7.97
22;22/10/2000;7.95
23;23/10/2000;7.93
24;24/10/2000;7.91
25;25/10/2000;7.89
26;26/10/2000;7.87
27;27/10/2000;7.85
28;28/10/2000;7.84
29;29/10/2000;7.81
30;30/10/2000;7.8
31;31/10/2000;7.78
32;01/11/2000;7.77
33;02/11/2000;7.75
34;03/11/2000;7.73
35;04/11/2000;7.72
36;05/11/2000;7.7
37;06/11/2000;7.68
38;07/11/2000;7.67
39;08/11/2000;7.66
40;09/11/2000;7.65
41;10/11/2000;7.65
42;11/11/2000;7.64
43;12/11/2000;7.63
44;13/11/2000;7.62
45;14/11/2000;7.61
46;15/11/2000;7.6
47;16/11/2000;7.59
48;17/11/2000;7.58
49;18/11/2000;7.57
50;19/11/2000;7.56
51;20/11/2000;7.56
52;21/11/2000;7.55
53;22/11/2000;7.53
54;23/11/2000;7.52
55;24/11/2000;7.51
56;25/11/2000;7.51
57;26/11/2000;7.51
58;27/11/2000;7.5
59;28/11/2000;7.49
60;29/11/2000;7.48
61;30/11/2000;7.47
62;01/12/2000;7.46
63;02/12/2000;7.45
64;03/12/2000;7.44
65;04/12/2000;7.44
66;05/12/2000;7.43
67;06/12/2000;7.41
68;07/12/2000;7.41
69;08/12/2000;7.41
70;09/12/2000;7.4
71;10/12/2000;7.42
72;11/12/2000;7.47
73;12/12/2000;7.47
74;13/12/2000;7.46
75;14/12/2000;7.46
76;15/12/2000;7.45
77;16/12/2000;7.45
78;17/12/2000;7.44
79;18/12/2000;7.43
80;19/12/2000;7.43
81;20/12/2000;7.41
82;21/12/2000;7.4
83;22/12/2000;7.39
84;23/12/2000;7.39
85;24/12/2000;7.39
86;25/12/2000;7.38
87;26/12/2000;7.37
88;27/12/2000;7.36
89;28/12/2000;7.36
90;29/12/2000;7.35
91;30/12/2000;7.35
92;31/12/2000;7.33
93;01/01/2001;7.32
94;02/01/2001;7.31
95;03/01/2001;7.3
96;04/01/2001;7.3
97;05/01/2001;7.29
98;06/01/2001;7.29
99;07/01/2001;7.28
100;08/01/2001;7.27
101;09/01/2001;7.26
102;10/01/2001;7.25
103;11/01/2001;7.24
104;12/01/2001;7.24
105;13/01/2001;7.22
106;14/01/2001;7.22
107;15/01/2001;7.21
108;16/01/2001;7.21
109;17/01/2001;7.2
110;18/01/2001;7.19
111;19/01/2001;7.19
112;20/01/2001;7.2
113;21/01/2001;7.21
114;22/01/2001;7.21
115;23/01/2001;7.21
116;24/01/2001;7.2
117;25/01/2001;7.19
118;26/01/2001;7.18
119;27/01/2001;7.18
120;28/01/2001;7.17
121;29/01/2001;7.16
122;30/01/2001;7.15
123;31/01/2001;7.14
124;01/02/2001;7.13
125;02/02/2001;7.12
126;03/02/2001;7.11
127;04/02/2001;7.1
128;05/02/2001;7.1
129;06/02/2001;7.07
130;07/02/2001;7.06
131;08/02/2001;7.04
132;09/02/2001;7.03
133;10/02/2001;7.02
134;11/02/2001;7.01
135;12/02/2001;6.99
136;13/02/2001;6.97
137;14/02/2001;6.94
138;15/02/2001;6.92
139;16/02/2001;6.9
140;17/02/2001;6.87
141;18/02/2001;6.83
142;19/02/2001;6.79
143;20/02/2001;6.75
144;21/02/2001;6.71
145;22/02/2001;6.66
146;23/02/2001;6.62
147;24/02/2001;6.58
148;25/02/2001;6.54
149;26/02/2001;6.51
150;27/02/2001;6.48
151;28/02/2001;6.45
152;01/03/2001;6.42
153;02/03/2001;6.38
154;03/03/2001;6.35
155;04/03/2001;6.34
156;05/03/2001;6.42
157;06/03/2001;6.38
158;07/03/2001;6.34
159;08/03/2001;6.31
160;09/03/2001;6.29
161;10/03/2001;6.28
162;11/03/2001;6.26
163;12/03/2001;6.24
164;13/03/2001;6.22
165;14/03/2001;6.19
166;15/03/2001;6.17
167;16/03/2001;6.14
168;17/03/2001;6.12
169;18/03/2001;6.19
170;19/03/2001;6.29
171;20/03/2001;6.4
172;21/03/2001;6.36
173;22/03/2001;6.32
174;23/03/2001;6.28
175;24/03/2001;6.26
176;25/03/2001;6.23
177;26/03/2001;6.2
178;27/03/2001;6.17
179;28/03/2001;6.15
180;29/03/2001;6.13
181;30/03/2001;6.22
182;31/03/2001;6.22
183;01/04/2001;6.27
184;02/04/2001;6.26
185;03/04/2001;6.22
186;04/04/2001;6.18
187;05/04/2001;6.16
188;06/04/2001;6.14
189;07/04/2001;6.21
190;08/04/2001;6.18
191;09/04/2001;6.14
192;10/04/2001;6.1
193;11/04/2001;6.07
194;12/04/2001;6.04
195;13/04/2001;6.02
196;14/04/2001;5.99
197;15/04/2001;5.97
198;16/04/2001;5.94
199;17/04/2001;5.91
200;18/04/2001;5.87
201;19/04/2001;5.83
202;20/04/2001;5.81
203;21/04/2001;5.78
204;22/04/2001;5.75
205;23/04/2001;5.73
206;24/04/2001;5.71
207;25/04/2001;5.67
208;26/04/2001;5.64
209;27/04/2001;5.62
210;28/04/2001;5.6
211;29/04/2001;5.58
212;30/04/2001;5.58
213;01/05/2001;5.59
214;02/05/2001;5.61
215;03/05/2001;5.65
216;04/05/2001;5.88
217;05/05/2001;5.88
218;06/05/2001;5.83
219;07/05/2001;5.78
220;08/05/2001;5.74
221;09/05/2001;5.7
222;10/05/2001;5.67
223;11/05/2001;5.63
224;12/05/2001;5.59
225;13/05/2001;5.56
226;14/05/2001;5.52
227;15/05/2001;5.49
228;16/05/2001;5.46
229;17/05/2001;5.43
230;18/05/2001;5.39
231;19/05/2001;5.35
232;20/05/2001;5.31
233;21/05/2001;5.27
234;22/05/2001;5.23
235;23/05/2001;5.37
236;24/05/2001;5.71
237;25/05/2001;5.72
238;26/05/2001;5.7
239;27/05/2001;5.7
240;28/05/2001;5.73
241;29/05/2001;5.74
242;30/05/2001;5.73
243;31/05/2001;5.72
244;01/06/2001;5.76
245;02/06/2001;5.94
246;03/06/2001;6
247;04/06/2001;6.03
248;05/06/2001;6.05
249;06/06/2001;6.05
250;07/06/2001;6.01
251;08/06/2001;6.04
252;09/06/2001;6.18
253;10/06/2001;6.21
254;11/06/2001;6.17
255;12/06/2001;6.13
256;13/06/2001;6.1
257;14/06/2001;6.13
258;15/06/2001;6.16
259;16/06/2001;6.25
260;17/06/2001;6.41
261;18/06/2001;6.39
262;19/06/2001;6.38
263;20/06/2001;6.34
264;21/06/2001;6.34
265;22/06/2001;6.42
266;23/06/2001;6.49
267;24/06/2001;6.58
268;25/06/2001;6.66
269;26/06/2001;6.77
270;27/06/2001;6.78
271;28/06/2001;6.84
272;29/06/2001;6.84
273;30/06/2001;6.82
274;01/07/2001;6.81
275;02/07/2001;6.79
276;03/07/2001;6.77
277;04/07/2001;6.75
278;05/07/2001;6.79
279;06/07/2001;6.79
280;07/07/2001;6.85
281;08/07/2001;6.96
282;09/07/2001;7
283;10/07/2001;7
284;11/07/2001;6.99
285;12/07/2001;6.99
286;13/07/2001;6.97
287;14/07/2001;6.96
288;15/07/2001;7.01
289;16/07/2001;7.02
290;17/07/2001;7.05
291;18/07/2001;7.11
292;19/07/2001;7.13
293;20/07/2001;7.12
294;21/07/2001;7.17
295;22/07/2001;7.22
296;23/07/2001;7.21
297;24/07/2001;7.2
298;25/07/2001;7.19
299;26/07/2001;7.17
300;27/07/2001;7.15
301;28/07/2001;7.13
302;29/07/2001;7.11
303;30/07/2001;7.1
304;31/07/2001;7.08
305;01/08/2001;7.13
306;02/08/2001;7.24
307;03/08/2001;7.33
308;04/08/2001;7.39
309;05/08/2001;7.42
310;06/08/2001;7.44
311;07/08/2001;7.43
312;08/08/2001;7.42
313;09/08/2001;7.42
314;10/08/2001;7.41
315;11/08/2001;7.47
316;12/08/2001;7.52
317;13/08/2001;7.5
318;14/08/2001;7.49
319;15/08/2001;7.5
320;16/08/2001;7.49
321;17/08/2001;7.49
322;18/08/2001;7.48
323;19/08/2001;7.48
324;20/08/2001;7.47
325;21/08/2001;7.48
326;22/08/2001;7.49
327;23/08/2001;7.51
328;24/08/2001;7.51
329;25/08/2001;7.51
330;26/08/2001;7.51
331;27/08/2001;7.5
332;28/08/2001;7.49
333;29/08/2001;7.49
334;30/08/2001;7.49
335;31/08/2001;7.49
336;01/09/2001;7.49
337;02/09/2001;7.48
338;03/09/2001;7.47
339;04/09/2001;7.47
340;05/09/2001;7.47
341;06/09/2001;7.47
342;07/09/2001;7.45
343;08/09/2001;7.47
344;09/09/2001;7.51
345;10/09/2001;7.55
346;11/09/2001;7.6
347;12/09/2001;7.63
348;13/09/2001;7.74
349;14/09/2001;7.87
350;15/09/2001;7.93
351;16/09/2001;7.93
352;17/09/2001;7.93
353;18/09/2001;7.93
354;19/09/2001;7.96
355;20/09/2001;7.95
356;21/09/2001;7.94
357;22/09/2001;7.92
358;23/09/2001;7.91
359;24/09/2001;7.92
360;25/09/2001;7.92
361;26/09/2001;7.92
362;27/09/2001;7.97
363;28/09/2001;8.06
364;29/09/2001;8.39
365;30/09/2001;8.47
366;01/10/2001;8.46
367;02/10/2001;8.45
368;03/10/2001;8.43
369;04/10/2001;8.41
370;05/10/2001;8.42
371;06/10/2001;8.42
372;07/10/2001;8.4
373;08/10/2001;8.38
374;09/10/2001;8.38
375;10/10/2001;8.38
376;11/10/2001;8.36
377;12/10/2001;8.34
378;13/10/2001;8.32
379;14/10/2001;8.33
380;15/10/2001;8.35
381;16/10/2001;8.34
382;17/10/2001;8.33
383;18/10/2001;8.32
384;19/10/2001;8.37
385;20/10/2001;8.42
386;21/10/2001;8.53
387;22/10/2001;8.72
388;23/10/2001;8.73
389;24/10/2001;8.74
390;25/10/2001;8.76
391;26/10/2001;8.76
392;27/10/2001;8.74
393;28/10/2001;8.71
394;29/10/2001;8.68
395;30/10/2001;8.66
396;31/10/2001;8.65
397;01/11/2001;8.62
398;02/11/2001;8.6
399;03/11/2001;8.58
400;04/11/2001;8.56
401;05/11/2001;8.6
402;06/11/2001;8.6
403;07/11/2001;8.57
404;08/11/2001;8.55
405;09/11/2001;8.53
406;10/11/2001;8.5
407;11/11/2001;8.48
408;12/11/2001;8.46
409;13/11/2001;8.44
410;14/11/2001;8.42
411;15/11/2001;8.4
412;16/11/2001;8.37
413;17/11/2001;8.35
414;18/11/2001;8.33
415;19/11/2001;8.31
416;20/11/2001;8.29
417;21/11/2001;8.27
418;22/11/2001;8.25
419;23/11/2001;8.23
420;24/11/2001;8.2
421;25/11/2001;8.18
422;26/11/2001;8.16
423;27/11/2001;8.14
424;28/11/2001;8.11
425;29/11/2001;8.09
426;30/11/2001;8.07
427;01/12/2001;8.05
428;02/12/2001;8.04
429;03/12/2001;8.02
430;04/12/2001;8
431;05/12/2001;7.99
432;06/12/2001;7.99
433;07/12/2001;8.01
434;08/12/2001;8.01
435;09/12/2001;8
436;10/12/2001;8
437;11/12/2001;7.99
438;12/12/2001;7.98
439;13/12/2001;7.96
440;14/12/2001;7.95
441;15/12/2001;7.94
442;16/12/2001;7.92
443;17/12/2001;7.91
444;18/12/2001;7.9
445;19/12/2001;7.89
446;20/12/2001;7.88
447;21/12/2001;7.86
448;22/12/2001;7.85
449;23/12/2001;7.84
450;24/12/2001;7.83
451;25/12/2001;7.81
452;26/12/2001;7.81
453;27/12/2001;7.8
454;28/12/2001;7.78
455;29/12/2001;7.77
456;30/12/2001;7.76
457;31/12/2001;7.75
458;01/01/2002;7.78
459;02/01/2002;7.78
460;03/01/2002;7.79
461;04/01/2002;7.77
462;05/01/2002;7.76
463;06/01/2002;7.74
464;07/01/2002;7.73
465;08/01/2002;7.71
466;09/01/2002;7.7
467;10/01/2002;7.68
468;11/01/2002;7.67
469;12/01/2002;7.66
470;13/01/2002;7.65
471;14/01/2002;7.64
472;15/01/2002;7.63
473;16/01/2002;7.62
474;17/01/2002;7.6
475;18/01/2002;7.59
476;19/01/2002;7.57
477;20/01/2002;7.56
478;21/01/2002;7.55
479;22/01/2002;7.53
480;23/01/2002;7.52
481;24/01/2002;7.5
482;25/01/2002;7.49
483;26/01/2002;7.47
484;27/01/2002;7.46
485;28/01/2002;7.45
486;29/01/2002;7.43
487;30/01/2002;7.43
488;31/01/2002;7.41
489;01/02/2002;7.4
490;02/02/2002;7.39
491;03/02/2002;7.37
492;04/02/2002;7.36
493;05/02/2002;7.35
494;06/02/2002;7.33
495;07/02/2002;7.32
496;08/02/2002;7.31
497;09/02/2002;7.31
498;10/02/2002;7.34
499;11/02/2002;7.36
500;12/02/2002;7.35
501;13/02/2002;7.34
502;14/02/2002;7.33
503;15/02/2002;7.33
504;16/02/2002;7.32
505;17/02/2002;7.31
506;18/02/2002;7.3
507;19/02/2002;7.29
508;20/02/2002;7.28
